Id,Label,Category'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
'Tscherskia tritonYersinia enterocolitica','Tscherskia triton','Yersinia enterocolitica','hasHost'
