Id,Label,Category'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
'Rhinolophus mehelyiSevere acute respiratory syndrome-related coronavirus','Rhinolophus mehelyi','Severe acute respiratory syndrome-related coronavirus','pathogenOf'
